environment,state,action,previous_action,theta_old,theta_new,expected_next_old,expected_next_new,expected_reward_old,expected_reward_new,parameter_sensitivity,fisher_proxy,variance_reduction_proxy,predictive_kl_old_new,switching_cost
toy1,-1.0,-0.56,0.0,0.85,1.25,-1.4965302064060655,-1.8965302064060654,-1.0784,-1.0784,1.0,1111.111111111111,1111.111111111111,88.88888888888884,0.06272000000000001
toy1,-1.0,-0.54,0.0,0.85,1.25,-1.4758702064060656,-1.8758702064060655,-1.0729,-1.0729,1.0,1111.111111111111,1111.111111111111,88.88888888888884,0.05832000000000001
toy1,-1.0,-0.52,0.0,0.85,1.25,-1.4552342064060655,-1.8552342064060654,-1.0675999999999999,-1.0675999999999999,1.0,1111.111111111111,1111.111111111111,88.88888888888884,0.05408000000000001
toy1,-1.0,-0.5,0.0,0.85,1.25,-1.4346222064060654,-1.8346222064060653,-1.0625,-1.0625,1.0,1111.111111111111,1111.111111111111,88.88888888888884,0.05
toy1,-1.0,-0.48,0.0,0.85,1.25,-1.4140342064060654,-1.8140342064060653,-1.0575999999999999,-1.0575999999999999,1.0,1111.111111111111,1111.111111111111,88.88888888888884,0.04608
toy1,-1.0,-0.45999999999999996,0.0,0.85,1.25,-1.3934702064060653,-1.7934702064060652,-1.0529,-1.0529,1.0,1111.111111111111,1111.111111111111,88.88888888888884,0.042319999999999997
toy1,-1.0,-0.43999999999999995,0.0,0.85,1.25,-1.3729302064060653,-1.7729302064060652,-1.0484,-1.0484,1.0,1111.111111111111,1111.111111111111,88.88888888888884,0.03872
toy1,-1.0,-0.42000000000000004,0.0,0.85,1.25,-1.3524142064060654,-1.7524142064060653,-1.0441,-1.0441,1.0,1111.111111111111,1111.111111111111,88.88888888888884,0.035280000000000006
toy1,-1.0,-0.4,0.0,0.85,1.25,-1.3319222064060654,-1.7319222064060653,-1.04,-1.04,1.0,1111.111111111111,1111.111111111111,88.88888888888884,0.03200000000000001
toy1,-1.0,-0.38,0.0,0.85,1.25,-1.3114542064060652,-1.7114542064060652,-1.0361,-1.0361,1.0,1111.111111111111,1111.111111111111,88.88888888888884,0.028880000000000003
toy1,-1.0,-0.36,0.0,0.85,1.25,-1.2910102064060653,-1.6910102064060653,-1.0324,-1.0324,1.0,1111.111111111111,1111.111111111111,88.88888888888884,0.02592
toy1,-1.0,-0.33999999999999997,0.0,0.85,1.25,-1.2705902064060652,-1.6705902064060651,-1.0289,-1.0289,1.0,1111.111111111111,1111.111111111111,88.88888888888884,0.023119999999999998
toy1,-1.0,-0.31999999999999995,0.0,0.85,1.25,-1.2501942064060654,-1.6501942064060653,-1.0256,-1.0256,1.0,1111.111111111111,1111.111111111111,88.88888888888884,0.020479999999999995
toy1,-1.0,-0.29999999999999993,0.0,0.85,1.25,-1.2298222064060653,-1.6298222064060652,-1.0225,-1.0225,1.0,1111.111111111111,1111.111111111111,88.88888888888884,0.01799999999999999
toy1,-1.0,-0.28,0.0,0.85,1.25,-1.2094742064060653,-1.6094742064060654,-1.0195999999999998,-1.0195999999999998,1.0,1111.111111111111,1111.111111111111,88.88888888888896,0.015680000000000003
toy1,-1.0,-0.26,0.0,0.85,1.25,-1.1891502064060653,-1.5891502064060654,-1.0169,-1.0169,1.0,1111.111111111111,1111.111111111111,88.88888888888896,0.013520000000000003
toy1,-1.0,-0.24,0.0,0.85,1.25,-1.1688502064060653,-1.5688502064060654,-1.0144,-1.0144,1.0,1111.111111111111,1111.111111111111,88.88888888888896,0.01152
toy1,-1.0,-0.21999999999999997,0.0,0.85,1.25,-1.1485742064060651,-1.5485742064060652,-1.0121,-1.0121,1.0,1111.111111111111,1111.111111111111,88.88888888888896,0.00968
toy1,-1.0,-0.19999999999999996,0.0,0.85,1.25,-1.1283222064060652,-1.5283222064060653,-1.01,-1.01,1.0,1111.111111111111,1111.111111111111,88.88888888888896,0.007999999999999997
toy1,-1.0,-0.17999999999999994,0.0,0.85,1.25,-1.1080942064060653,-1.5080942064060654,-1.0081,-1.0081,1.0,1111.111111111111,1111.111111111111,88.88888888888896,0.006479999999999996
toy1,-1.0,-0.16000000000000003,0.0,0.85,1.25,-1.0878902064060654,-1.4878902064060655,-1.0064,-1.0064,1.0,1111.111111111111,1111.111111111111,88.88888888888896,0.005120000000000003
toy1,-1.0,-0.14,0.0,0.85,1.25,-1.0677102064060653,-1.4677102064060654,-1.0049,-1.0049,1.0,1111.111111111111,1111.111111111111,88.88888888888896,0.003920000000000001
toy1,-1.0,-0.12,0.0,0.85,1.25,-1.0475542064060654,-1.4475542064060654,-1.0036,-1.0036,1.0,1111.111111111111,1111.111111111111,88.88888888888896,0.00288
toy1,-1.0,-0.09999999999999998,0.0,0.85,1.25,-1.0274222064060654,-1.4274222064060655,-1.0025,-1.0025,1.0,1111.111111111111,1111.111111111111,88.88888888888896,0.001999999999999999
toy1,-1.0,-0.07999999999999996,0.0,0.85,1.25,-1.0073142064060654,-1.4073142064060655,-1.0016,-1.0016,1.0,1111.111111111111,1111.111111111111,88.88888888888896,0.0012799999999999988
toy1,-1.0,-0.05999999999999994,0.0,0.85,1.25,-0.9872302064060653,-1.3872302064060653,-1.0009000000000001,-1.0009000000000001,1.0,1111.111111111111,1111.111111111111,88.88888888888896,0.0007199999999999986
toy1,-1.0,-0.040000000000000036,0.0,0.85,1.25,-0.9671702064060654,-1.3671702064060653,-1.0004000000000002,-1.0004000000000002,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.0003200000000000006
toy1,-1.0,-0.020000000000000018,0.0,0.85,1.25,-0.9471342064060654,-1.3471342064060654,-1.0001,-1.0001,1.0,1111.111111111111,1111.111111111111,88.88888888888891,8.000000000000016e-05
toy1,-1.0,0.0,0.0,0.85,1.25,-0.9271222064060654,-1.3271222064060653,-1.0,-1.0,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.0
toy1,-1.0,0.020000000000000018,0.0,0.85,1.25,-0.9071102064060653,-1.3071102064060653,-1.0001,-1.0001,1.0,1111.111111111111,1111.111111111111,88.88888888888891,8.000000000000016e-05
toy1,-1.0,0.040000000000000036,0.0,0.85,1.25,-0.8870742064060653,-1.2870742064060654,-1.0004000000000002,-1.0004000000000002,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.0003200000000000006
toy1,-1.0,0.06000000000000005,0.0,0.85,1.25,-0.8670142064060653,-1.2670142064060652,-1.0009000000000001,-1.0009000000000001,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.0007200000000000013
toy1,-1.0,0.08000000000000007,0.0,0.85,1.25,-0.8469302064060653,-1.2469302064060652,-1.0016,-1.0016,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.0012800000000000025
toy1,-1.0,0.10000000000000009,0.0,0.85,1.25,-0.8268222064060653,-1.2268222064060652,-1.0025,-1.0025,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.0020000000000000035
toy1,-1.0,0.1200000000000001,0.0,0.85,1.25,-0.8066902064060653,-1.2066902064060652,-1.0036,-1.0036,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.0028800000000000054
toy1,-1.0,0.14000000000000012,0.0,0.85,1.25,-0.7865342064060652,-1.1865342064060653,-1.0049,-1.0049,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.003920000000000007
toy1,-1.0,0.15999999999999992,0.0,0.85,1.25,-0.7663542064060654,-1.1663542064060655,-1.0064,-1.0064,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.005119999999999995
toy1,-1.0,0.17999999999999994,0.0,0.85,1.25,-0.7461502064060654,-1.1461502064060654,-1.0081,-1.0081,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.006479999999999996
toy1,-1.0,0.19999999999999996,0.0,0.85,1.25,-0.7259222064060654,-1.1259222064060654,-1.01,-1.01,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.007999999999999997
toy1,-1.0,0.21999999999999997,0.0,0.85,1.25,-0.7056702064060654,-1.1056702064060655,-1.0121,-1.0121,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.00968
toy1,-1.0,0.24,0.0,0.85,1.25,-0.6853942064060654,-1.0853942064060653,-1.0144,-1.0144,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.01152
toy1,-1.0,0.26,0.0,0.85,1.25,-0.6650942064060653,-1.0650942064060653,-1.0169,-1.0169,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.013520000000000003
toy1,-1.0,0.28,0.0,0.85,1.25,-0.6447702064060653,-1.0447702064060653,-1.0195999999999998,-1.0195999999999998,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.015680000000000003
toy1,-1.0,0.30000000000000004,0.0,0.85,1.25,-0.6244222064060653,-1.0244222064060653,-1.0225,-1.0225,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.018000000000000006
toy1,-1.0,0.32000000000000006,0.0,0.85,1.25,-0.6040502064060653,-1.0040502064060652,-1.0256,-1.0256,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.020480000000000012
toy1,-1.0,0.3400000000000001,0.0,0.85,1.25,-0.5836542064060652,-0.9836542064060653,-1.0289,-1.0289,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.023120000000000012
toy1,-1.0,0.3600000000000001,0.0,0.85,1.25,-0.5632342064060653,-0.9632342064060653,-1.0324,-1.0324,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.025920000000000016
toy1,-1.0,0.3800000000000001,0.0,0.85,1.25,-0.5427902064060652,-0.9427902064060653,-1.0361,-1.0361,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.028880000000000017
toy1,-1.0,0.40000000000000013,0.0,0.85,1.25,-0.5223222064060652,-0.9223222064060652,-1.04,-1.04,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.03200000000000002
toy1,-1.0,0.41999999999999993,0.0,0.85,1.25,-0.5018302064060653,-0.9018302064060655,-1.0441,-1.0441,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.03527999999999999
toy1,-1.0,0.43999999999999995,0.0,0.85,1.25,-0.48131420640606537,-0.8813142064060654,-1.0484,-1.0484,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.03872
toy1,-1.0,0.45999999999999996,0.0,0.85,1.25,-0.46077420640606537,-0.8607742064060654,-1.0529,-1.0529,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.042319999999999997
toy1,-1.0,0.48,0.0,0.85,1.25,-0.44021020640606534,-0.8402102064060654,-1.0575999999999999,-1.0575999999999999,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.04608
toy1,-1.0,0.5,0.0,0.85,1.25,-0.41962220640606535,-0.8196222064060654,-1.0625,-1.0625,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.05
toy1,-1.0,0.52,0.0,0.85,1.25,-0.3990102064060653,-0.7990102064060653,-1.0675999999999999,-1.0675999999999999,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.05408000000000001
toy1,-1.0,0.54,0.0,0.85,1.25,-0.3783742064060653,-0.7783742064060654,-1.0729,-1.0729,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.05832000000000001
toy1,-1.0,0.56,0.0,0.85,1.25,-0.35771420640606527,-0.7577142064060653,-1.0784,-1.0784,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.06272000000000001
toy1,-1.0,0.5800000000000001,0.0,0.85,1.25,-0.3370302064060653,-0.7370302064060653,-1.0841,-1.0841,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.06728000000000002
toy1,-1.0,0.6000000000000001,0.0,0.85,1.25,-0.31632220640606523,-0.7163222064060653,-1.09,-1.09,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.07200000000000002
toy1,-1.0,0.6200000000000001,0.0,0.85,1.25,-0.29559020640606526,-0.6955902064060653,-1.0961,-1.0961,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.07688000000000003
toy1,-1.0,0.6400000000000001,0.0,0.85,1.25,-0.2748342064060652,-0.6748342064060653,-1.1024,-1.1024,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.08192000000000005
toy1,-1.0,0.6600000000000001,0.0,0.85,1.25,-0.2540542064060652,-0.6540542064060653,-1.1089,-1.1089,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.08712000000000004
toy1,-1.0,0.6799999999999999,0.0,0.85,1.25,-0.23325020640606542,-0.6332502064060654,-1.1156,-1.1156,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.09247999999999999
toy1,-1.0,0.7,0.0,0.85,1.25,-0.21242220640606538,-0.6124222064060654,-1.1225,-1.1225,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.09799999999999999
toy1,-1.0,0.72,0.0,0.85,1.25,-0.19157020640606537,-0.5915702064060654,-1.1296,-1.1296,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.10368
toy1,-1.0,0.74,0.0,0.85,1.25,-0.17069420640606536,-0.5706942064060654,-1.1369,-1.1369,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.10952
toy1,-1.0,0.76,0.0,0.85,1.25,-0.14979420640606533,-0.5497942064060654,-1.1444,-1.1444,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.11552000000000001
toy1,-1.0,0.78,0.0,0.85,1.25,-0.1288702064060653,-0.5288702064060653,-1.1521000000000001,-1.1521000000000001,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.12168000000000001
toy1,-1.0,0.8,0.0,0.85,1.25,-0.10792220640606529,-0.5079222064060653,-1.1600000000000001,-1.1600000000000001,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.12800000000000003
toy1,-1.0,0.8200000000000001,0.0,0.85,1.25,-0.08695020640606527,-0.4869502064060653,-1.1681,-1.1681,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.13448000000000002
toy1,-1.0,0.8400000000000001,0.0,0.85,1.25,-0.06595420640606525,-0.4659542064060653,-1.1764000000000001,-1.1764000000000001,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.14112000000000002
toy1,-1.0,0.8600000000000001,0.0,0.85,1.25,-0.044934206406065234,-0.44493420640606524,-1.1849,-1.1849,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.14792000000000002
toy1,-1.0,0.8800000000000001,0.0,0.85,1.25,-0.02389020640606522,-0.42389020640606523,-1.1936000000000002,-1.1936000000000002,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.15488000000000005
toy1,-1.0,0.9000000000000001,0.0,0.85,1.25,-0.002822206406065203,-0.40282220640606525,-1.2025000000000001,-1.2025000000000001,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.16200000000000006
toy1,-1.0,0.9199999999999999,0.0,0.85,1.25,0.01826979359393459,-0.3817302064060654,-1.2115999999999998,-1.2115999999999998,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.16927999999999999
toy1,-1.0,0.94,0.0,0.85,1.25,0.0393857935939346,-0.36061420640606545,-1.2208999999999999,-1.2208999999999999,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.17672
toy1,-1.0,0.96,0.0,0.85,1.25,0.060525793593934625,-0.3394742064060654,-1.2304,-1.2304,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.18432
toy1,-1.0,0.98,0.0,0.85,1.25,0.08168979359393463,-0.3183102064060654,-1.2401,-1.2401,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.19208
toy1,-1.0,1.0,0.0,0.85,1.25,0.10287779359393466,-0.29712220640606535,-1.25,-1.25,1.0,1111.111111111111,1111.111111111111,88.88888888888891,0.2
toy1,-0.9,-1.0,0.0,0.85,1.25,-1.8707444810277016,-2.2307444810277013,-1.06,-1.06,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.2
toy1,-0.9,-0.98,0.0,0.85,1.25,-1.8495564810277016,-2.2095564810277013,-1.0501,-1.0501,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.19208
toy1,-0.9,-0.96,0.0,0.85,1.25,-1.8283924810277015,-2.1883924810277016,-1.0404,-1.0404,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.18432
toy1,-0.9,-0.94,0.0,0.85,1.25,-1.8072524810277015,-2.1672524810277016,-1.0309,-1.0309,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.17672
toy1,-0.9,-0.92,0.0,0.85,1.25,-1.7861364810277016,-2.1461364810277015,-1.0216,-1.0216,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.16928
toy1,-0.9,-0.9,0.0,0.85,1.25,-1.7650444810277015,-2.125044481027701,-1.0125000000000002,-1.0125000000000002,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.16200000000000003
toy1,-0.9,-0.88,0.0,0.85,1.25,-1.7439764810277014,-2.1039764810277015,-1.0036,-1.0036,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.15488000000000002
toy1,-0.9,-0.86,0.0,0.85,1.25,-1.7229324810277014,-2.0829324810277012,-0.9949000000000001,-0.9949000000000001,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.14792
toy1,-0.9,-0.84,0.0,0.85,1.25,-1.7019124810277015,-2.061912481027701,-0.9864,-0.9864,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.14112
toy1,-0.9,-0.8200000000000001,0.0,0.85,1.25,-1.6809164810277015,-2.0409164810277014,-0.9781000000000001,-0.9781000000000001,0.81,900.0000000000001,900.0000000000001,72.00000000000004,0.13448000000000002
toy1,-0.9,-0.8,0.0,0.85,1.25,-1.6599444810277015,-2.0199444810277014,-0.9700000000000001,-0.9700000000000001,0.81,900.0000000000001,900.0000000000001,72.00000000000004,0.12800000000000003
toy1,-0.9,-0.78,0.0,0.85,1.25,-1.6389964810277013,-1.9989964810277014,-0.9621000000000001,-0.9621000000000001,0.81,900.0000000000001,900.0000000000001,72.00000000000004,0.12168000000000001
toy1,-0.9,-0.76,0.0,0.85,1.25,-1.6180724810277014,-1.9780724810277015,-0.9544000000000001,-0.9544000000000001,0.81,900.0000000000001,900.0000000000001,72.00000000000004,0.11552000000000001
toy1,-0.9,-0.74,0.0,0.85,1.25,-1.5971724810277013,-1.9571724810277014,-0.9469000000000001,-0.9469000000000001,0.81,900.0000000000001,900.0000000000001,72.00000000000004,0.10952
toy1,-0.9,-0.72,0.0,0.85,1.25,-1.5762964810277014,-1.9362964810277015,-0.9396,-0.9396,0.81,900.0000000000001,900.0000000000001,72.00000000000004,0.10368
toy1,-0.9,-0.7,0.0,0.85,1.25,-1.5554444810277013,-1.9154444810277014,-0.9325,-0.9325,0.81,900.0000000000001,900.0000000000001,72.00000000000004,0.09799999999999999
toy1,-0.9,-0.6799999999999999,0.0,0.85,1.25,-1.5346164810277012,-1.8946164810277013,-0.9256000000000001,-0.9256000000000001,0.81,900.0000000000001,900.0000000000001,72.00000000000004,0.09247999999999999
toy1,-0.9,-0.6599999999999999,0.0,0.85,1.25,-1.5138124810277014,-1.8738124810277015,-0.9189,-0.9189,0.81,900.0000000000001,900.0000000000001,72.00000000000004,0.08711999999999998
toy1,-0.9,-0.64,0.0,0.85,1.25,-1.4930324810277016,-1.8530324810277017,-0.9124000000000001,-0.9124000000000001,0.81,900.0000000000001,900.0000000000001,72.00000000000004,0.08192
toy1,-0.9,-0.62,0.0,0.85,1.25,-1.4722764810277016,-1.8322764810277015,-0.9061000000000001,-0.9061000000000001,0.81,900.0000000000001,900.0000000000001,72.00000000000004,0.07688
toy1,-0.9,-0.6,0.0,0.85,1.25,-1.4515444810277014,-1.8115444810277015,-0.9,-0.9,0.81,900.0000000000001,900.0000000000001,72.00000000000004,0.072
toy1,-0.9,-0.5800000000000001,0.0,0.85,1.25,-1.4308364810277017,-1.7908364810277015,-0.8941000000000001,-0.8941000000000001,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.06728000000000002
toy1,-0.9,-0.56,0.0,0.85,1.25,-1.4101524810277017,-1.7701524810277016,-0.8884000000000001,-0.8884000000000001,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.06272000000000001
toy1,-0.9,-0.54,0.0,0.85,1.25,-1.3894924810277016,-1.7494924810277015,-0.8829000000000001,-0.8829000000000001,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.05832000000000001
toy1,-0.9,-0.52,0.0,0.85,1.25,-1.3688564810277015,-1.7288564810277014,-0.8776,-0.8776,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.05408000000000001
toy1,-0.9,-0.5,0.0,0.85,1.25,-1.3482444810277017,-1.7082444810277015,-0.8725,-0.8725,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.05
toy1,-0.9,-0.48,0.0,0.85,1.25,-1.3276564810277016,-1.6876564810277015,-0.8676,-0.8676,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.04608
toy1,-0.9,-0.45999999999999996,0.0,0.85,1.25,-1.3070924810277016,-1.6670924810277015,-0.8629000000000001,-0.8629000000000001,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.042319999999999997
toy1,-0.9,-0.43999999999999995,0.0,0.85,1.25,-1.2865524810277016,-1.6465524810277015,-0.8584,-0.8584,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.03872
toy1,-0.9,-0.42000000000000004,0.0,0.85,1.25,-1.2660364810277016,-1.6260364810277015,-0.8541000000000001,-0.8541000000000001,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.035280000000000006
toy1,-0.9,-0.4,0.0,0.85,1.25,-1.2455444810277014,-1.6055444810277013,-0.8500000000000001,-0.8500000000000001,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.03200000000000001
toy1,-0.9,-0.38,0.0,0.85,1.25,-1.2250764810277015,-1.5850764810277014,-0.8461000000000001,-0.8461000000000001,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.028880000000000003
toy1,-0.9,-0.36,0.0,0.85,1.25,-1.2046324810277014,-1.5646324810277012,-0.8424,-0.8424,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.02592
toy1,-0.9,-0.33999999999999997,0.0,0.85,1.25,-1.1842124810277015,-1.5442124810277014,-0.8389000000000001,-0.8389000000000001,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.023119999999999998
toy1,-0.9,-0.31999999999999995,0.0,0.85,1.25,-1.1638164810277014,-1.5238164810277013,-0.8356,-0.8356,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.020479999999999995
toy1,-0.9,-0.29999999999999993,0.0,0.85,1.25,-1.1434444810277014,-1.5034444810277012,-0.8325,-0.8325,0.81,900.0000000000001,900.0000000000001,71.99999999999996,0.01799999999999999
toy1,-0.9,-0.28,0.0,0.85,1.25,-1.1230964810277013,-1.4830964810277014,-0.8296000000000001,-0.8296000000000001,0.81,900.0000000000001,900.0000000000001,72.00000000000004,0.015680000000000003
toy1,-0.9,-0.26,0.0,0.85,1.25,-1.1027724810277013,-1.4627724810277014,-0.8269000000000001,-0.8269000000000001,0.81,900.0000000000001,900.0000000000001,72.00000000000004,0.013520000000000003
toy1,-0.9,-0.24,0.0,0.85,1.25,-1.0824724810277013,-1.4424724810277014,-0.8244,-0.8244,0.81,900.0000000000001,900.0000000000001,72.00000000000004,0.01152
toy1,-0.9,-0.21999999999999997,0.0,0.85,1.25,-1.0621964810277014,-1.4221964810277015,-0.8221,-0.8221,0.81,900.0000000000001,900.0000000000001,72.0,0.00968
