environment,state,action,previous_action,theta_old,theta_new,old_production_opt_action,new_production_opt_action,diagnostic_action_configured,old_production_margin_vs_diag,new_production_margin_vs_diag,diagnostic_information,expected_response_old,expected_response_new,operating_reward_old,operating_reward_new,one_step_net_reward_old,one_step_net_reward_new,parameter_sensitivity,fisher_proxy,variance_reduction_proxy,predictive_kl_old_new,switching_cost
toy2,0.0,0.15,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,1.0346284582988596,1.034722647228078,1.0335034582988596,1.033597647228078,1.0155034582988596,1.0155976472280779,1.0952536280614246e-08,1.2169484756238051e-05,1.2169484756238051e-05,4.928641326284686e-06,0.018
toy2,0.0,0.16,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,1.1042077325039301,1.1043692098967748,1.1029277325039302,1.1030892098967748,1.0824477325039301,1.0826092098967748,3.219129432086748e-08,3.576810480096387e-05,3.576810480096387e-05,1.4486082444394893e-05,0.02048
toy2,0.0,0.17,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,1.1606889158651608,1.1609614605687495,1.1592439158651608,1.1595164605687496,1.1361239158651608,1.1363964605687495,9.170446352390582e-08,0.00010189384835989536,0.00010189384835989536,4.126700858570438e-05,0.023120000000000005
toy2,0.0,0.18,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,1.2015216778534983,1.2019745524012402,1.1999016778534983,1.2003545524012402,1.1739816778534984,1.1744345524012403,2.53204143200482e-07,0.0002813379368894245,0.0002813379368894245,0.00011394186444023883,0.02592
toy2,0.0,0.19,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,1.224751686150556,1.225492539465881,1.222946686150556,1.223687539465881,1.194066686150556,1.194807539465881,6.776094257142076e-07,0.0007528993619046751,0.0007528993619046751,0.00030492424157115987,0.028880000000000003
toy2,0.0,0.2,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,1.229168306038372,1.2303614715532285,1.227168306038372,1.2283614715532285,1.195168306038372,1.1963614715532285,1.7575851183246342e-06,0.001952872353694038,0.001952872353694038,0.0007909133032459696,0.03200000000000001
toy2,0.0,0.21,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,1.2143988697638781,1.2162907049806257,1.212193869763878,1.2140857049806257,1.1769138697638781,1.1788057049806258,4.418568502872068e-06,0.004909520558746742,0.004909520558746742,0.0019883558262925255,0.03528
toy2,0.0,0.22,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,1.1809392362293478,1.1838923492420184,1.1785192362293477,1.1814723492420183,1.1397992362293476,1.1427523492420182,1.0766514155067844e-05,0.011962793505630938,0.011962793505630938,0.004844931369780036,0.038720000000000004
toy2,0.0,0.23,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,1.1301170635751747,1.1346553403415547,1.1274720635751747,1.1320103403415547,1.0851520635751748,1.0896903403415548,2.5427106183041003e-05,0.028252340203378894,0.028252340203378894,0.011442197782369008,0.04232
toy2,0.0,0.24,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,1.0639914274900657,1.0708576209704797,1.0611114274900657,1.0679776209704797,1.0150314274900658,1.0218976209704798,5.820322581540703e-05,0.06467025090600781,0.06467025090600781,0.026191451616932808,0.04608
toy2,0.0,0.25,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.9851991555603878,0.9954263201542841,0.9820741555603878,0.9923013201542841,0.9320741555603878,0.942301320154284,0.00012912950077857444,0.14347722308730493,0.14347722308730493,0.05810827535035866,0.05
toy2,0.0,0.26,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.8967636116749248,0.9117607571049979,0.8933836116749247,0.9083807571049979,0.8393036116749247,0.8543007571049979,0.0002776720630256345,0.3085245144729272,0.3085245144729272,0.12495242836153526,0.05408000000000001
toy2,0.0,0.27,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.8018849799840921,0.823535887744463,0.7982399799840921,0.819890887744463,0.7399199799840921,0.7615708877444629,0.0005787182800593618,0.6430203111770686,0.6430203111770686,0.2604232260267141,0.05832000000000001
toy2,0.0,0.28,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.7037320193286581,0.7345041640635533,0.6998120193286581,0.7305841640635533,0.6370920193286581,0.6678641640635533,0.0011690430760312805,1.2989367511458672,1.2989367511458672,0.5260693842140769,0.06272000000000001
toy2,0.0,0.29,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.6052538083788167,0.6483117806296809,0.6010488083788167,0.6441067806296809,0.5337688083788167,0.5768267806296808,0.002288875276982943,2.5431947522032705,2.5431947522032705,1.0299938746423267,0.06727999999999999
toy2,0.0,0.3,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.5090265407074959,0.5683414037670044,0.5045265407074959,0.5638414037670044,0.4325265407074959,0.4918414037670044,0.004343522197244739,4.826135774716376,4.826135774716376,1.954584988760137,0.072
toy2,0.0,0.31,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.4171455736670429,0.49758845977762395,0.4123405736670429,0.49278345977762394,0.3354605736670429,0.41590345977762394,0.007988960402222101,8.876622669135667,8.876622669135667,3.595032180999951,0.07688
toy2,0.0,0.32,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.3311674335433573,0.43857278264924826,0.3260474335433573,0.43345278264924825,0.2441274335433573,0.35153278264924825,0.014241862983405325,15.824292203783695,15.824292203783695,6.408838342532401,0.08192
toy2,0.0,0.33,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.2521010809471186,0.3932827585999476,0.24665608094711858,0.3878377585999476,0.15953608094711857,0.3007177585999476,0.024607735931934955,27.341928813261063,27.341928813261063,11.073481169370734,0.08712000000000002
toy2,0.0,0.34,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.1804430790266634,0.363145764982464,0.1746630790266634,0.357365764982464,0.08218307902666337,0.26488576498246397,0.041210211673412205,45.78912408156912,45.78912408156912,18.544595253035496,0.09248000000000002
toy2,0.0,0.35000000000000003,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.1162478232870128,0.3490171246400241,0.1101228232870128,0.3428921246400241,0.012122823287012766,0.24489212464002408,0.0668907995708259,74.32311063425101,74.32311063425101,30.10085980687166,0.09800000000000003
toy2,0.0,0.36,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.059221898906730915,0.35118009279293744,0.052741898906730915,0.34470009279293745,-0.05093810109326908,0.24102009279293746,0.10523405799666141,116.92673110740157,116.92673110740157,47.355326098497635,0.10368
toy2,0.0,0.37,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.008830927149665858,0.36935133619003874,0.001985927149665859,0.36250633619003875,-0.10753407285033414,0.25298633619003874,0.16046292016621946,178.29213351802164,178.29213351802164,72.20831407479876,0.10952
toy2,0.0,0.38,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.03559222526430101,0.40268944390138217,-0.042812225264301014,0.39546944390138217,-0.15833222526430102,0.27994944390138216,0.2371491623785893,263.49906930954364,263.49906930954364,106.7171230703652,0.11552000000000001
toy2,0.0,0.39,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.07474754832380007,0.44980752697844506,-0.08235254832380007,0.44220252697844503,-0.20403254832380008,0.320522526978445,0.3397012679325234,377.44585325835936,377.44585325835936,152.86557056963557,0.12168000000000001
toy2,0.0,0.4,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.10928390185356644,0.5087941551271823,-0.11728390185356645,0.5007941551271823,-0.24528390185356647,0.3727941551271823,0.4716302278038244,524.0335864486938,524.0335864486938,212.233602511721,0.12800000000000003
toy2,0.0,0.41000000000000003,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.13973614092987457,0.5772490425479888,-0.14814114092987457,0.5688440425479888,-0.28262114092987456,0.43436404254798877,0.634651547317019,705.1683859077989,705.1683859077989,285.59319629265855,0.13448000000000002
toy2,0.0,0.42,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.16648608452983438,0.6523405178374141,-0.17530608452983437,0.643520517837414,-0.31642608452983434,0.502400517837414,0.8277493885732,919.7215428591112,919.7215428591112,372.48722485794,0.14112
toy2,0.0,0.43,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.18974770462230306,0.7308906566856272,-0.19899270462230306,0.7216456566856273,-0.34691270462230306,0.5737256566856272,1.0463888793972236,1162.6543104413595,1162.6543104413595,470.8749957287507,0.14792
toy2,0.0,0.44,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.20957480836285508,0.8094911072131932,-0.21925480836285507,0.7998111072131932,-0.37413480836285506,0.6449311072131931,1.2820930127022827,1424.5477918914253,1424.5477918914253,576.9418557160275,0.15488000000000002
toy2,0.0,0.45,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.22588772231519305,0.884648500280533,-0.23601272231519305,0.8745235002805329,-0.3980127223151931,0.7125235002805329,1.5225811132064004,1691.756792451556,1691.756792451556,685.16150094288,0.16200000000000003
toy2,0.0,0.46,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.2385141320959904,0.9529535728289144,-0.2490941320959904,0.9423735728289143,-0.4183741320959904,0.7730935728289143,1.7525867800975552,1947.3186445528393,1947.3186445528393,788.6640510438999,0.16928
toy2,0.0,0.47000000000000003,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.24723833781577237,1.011263553691727,-0.2582833378157724,1.000218553691727,-0.43500333781577244,0.823498553691727,1.9553419887999421,2172.6022097777136,2172.6022097777136,879.9038949599741,0.17672000000000004
toy2,0.0,0.48,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.2518527981594663,1.056883793112199,-0.2633727981594663,1.045363793112199,-0.4476927981594663,0.861043793112199,2.114557364609109,2349.50818289901,2349.50818289901,951.5508140740992,0.18432
toy2,0.0,0.49,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.2522059785562023,1.0877327500842064,-0.2642109785562023,1.0757277500842064,-0.45629097855620226,0.8836477500842064,2.216587403099352,2462.874892332614,2462.874892332614,997.4643313947083,0.19208
toy2,0.0,0.5,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.24824118564919925,1.1024747136594182,-0.26074118564919924,1.0899747136594182,-0.46074118564919925,0.8899747136594183,2.252386963759367,2502.652181954852,2502.652181954852,1013.5741336917151,0.2
toy2,0.0,0.51,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.24002221266580775,1.100607105114818,-0.25302721266580774,1.0876021051148181,-0.4611072126658078,0.8795221051148181,2.2188727996209217,2465.4142218010243,2465.4142218010243,998.4927598294147,0.20808000000000001
toy2,0.0,0.52,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.2277431411239958,1.082493593224797,-0.2412631411239958,1.068973593224797,-0.45758314112399584,0.852653593224797,2.1194077778234424,2354.897530914936,2354.897530914936,953.7335000205493,0.21632000000000004
toy2,0.0,0.53,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.21172140117146038,1.0493399295691268,-0.22576640117146038,1.0352949295691267,-0.45048640117146044,0.8105749295691267,1.9633033085052107,2181.448120561345,2181.448120561345,883.486488827345,0.22472000000000003
toy2,0.0,0.54,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.19237501178826574,1.0031155227780582,-0.20695501178826575,0.9885355227780581,-0.4402350117882658,0.7552555227780581,1.764441503997129,1960.4905599968101,1960.4905599968101,793.9986767987084,0.23328000000000004
toy2,0.0,0.55,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.17018661931144186,0.9464293886566056,-0.18531161931144186,0.9313043886566056,-0.4273116193114419,0.6893043886566055,1.539297912654936,1710.33101406104,1710.33101406104,692.6840606947214,0.24200000000000005
toy2,0.0,0.56,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.1456583595787343,0.8823733903024015,-0.1613383595787343,0.8666933903024014,-0.4122183595787343,0.6158133903024015,1.3047521960045305,1449.7246622272562,1449.7246622272562,587.138488202039,0.25088000000000005
toy2,0.0,0.5700000000000001,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.11926255429281063,0.8143480043271928,-0.13550755429281064,0.7981030043271928,-0.39542755429281073,0.5381830043271927,1.0760847841564876,1195.6497601738752,1195.6497601738752,484.23815287041936,0.2599200000000001
toy2,0.0,0.58,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.09139373722879154,0.7458859398989901,-0.10821373722879155,0.7290659398989902,-0.3773337372287915,0.4599459398989902,0.8654780959644472,961.6423288493859,961.6423288493859,389.46514318400125,0.26911999999999997
toy2,0.0,0.59,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.0623274686310654,0.6804869018899983,-0.0797324686310654,0.6630819018899983,-0.3582124686310654,0.38460190188999827,0.6812014679661776,756.8905199624196,756.8905199624196,306.54066058478,0.27848
toy2,0.0,0.6,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.032190865081847646,0.6214730895447917,-0.05019086508184764,0.6034730895447917,-0.3381908650818476,0.31547308954479175,0.5275019328125151,586.1132586805724,586.1132586805724,237.37586976563185,0.288
toy2,0.0,0.61,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,-0.0009488124670161274,0.5718703878718843,-0.019553812467016127,0.5532653878718843,-0.31723381246701615,0.2555853878718843,0.40508868676160154,450.09854084622395,450.09854084622395,182.28990904272075,0.29768
toy2,0.0,0.62,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.03159147329427928,0.5343155062898158,0.012371473294279282,0.5150955062898158,-0.2951485267057207,0.2075755062898158,0.31201413993987315,346.6823777109702,346.6823777109702,140.406362972943,0.30752
toy2,0.0,0.63,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.06575642786989341,0.5109853964695481,0.04591142786989341,0.4911403964695481,-0.2716085721301066,0.17362039646954808,0.2447269561485336,271.91884016503735,271.91884016503735,110.12713026684015,0.31752
toy2,0.0,0.64,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.10196326853530696,0.5035428231773109,0.08148326853530696,0.4830628231773109,-0.24619673146469306,0.1553828231773109,0.19909399840304964,221.21555378116628,221.21555378116628,89.59229928137233,0.32768
toy2,0.0,0.65,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.1406606643417468,0.5130913719522527,0.11953566434174678,0.49196637195225273,-0.2184643356582533,0.15396637195225266,0.17124028638427424,190.26698487141584,190.26698487141584,77.05812887292343,0.3380000000000001
toy2,0.0,0.66,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.18225709299697834,0.5401345104986139,0.16047709299697835,0.5183545104986139,-0.18800290700302172,0.16987451049861385,0.1581188221699259,175.68758018880655,175.68758018880655,71.15346997646667,0.34848000000000007
toy2,0.0,0.67,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.22704263417081266,0.5845362724443026,0.20459763417081267,0.5620912724443026,-0.15452236582918744,0.20297127244430246,0.15777987827903317,175.3109758655924,175.3109758655924,71.00094522556493,0.3591200000000001
toy2,0.0,0.68,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.2751112524483045,0.645485087778175,0.25199125244830445,0.622365087778175,-0.11792874755169563,0.2524450877781749,0.16935404678636803,188.1711630959645,188.1711630959645,76.2093210538656,0.3699200000000001
toy2,0.0,0.6900000000000001,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.32629145490648304,0.7214664185201791,0.302486454906483,0.6976614185201792,-0.07839354509351709,0.31678141852017905,0.1927941381075136,214.21570900834845,214.21570900834845,86.75736214838112,0.3808800000000001
toy2,0.0,0.7000000000000001,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.3800933889608041,0.8102532723874117,0.35559338896080406,0.7857532723874118,-0.03640661103919607,0.39375327238741165,0.228441389271102,253.82376585678,253.82376585678,102.79862517199591,0.3920000000000001
toy2,0.0,0.71,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.43567982007795325,0.9089255438554947,0.4104748200779533,0.8837205438554947,0.007194820077953246,0.4804405438554947,0.2764956976218876,307.2174418020973,307.2174418020973,124.42306392984948,0.40328
toy2,0.0,0.72,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.4918669043893011,1.0139288829494104,0.4659469043893011,0.9880088829494105,0.05122690438930111,0.5732888829494105,0.3364798882198716,373.86654246652404,373.86654246652404,151.41594969894228,0.41472
toy2,0.0,0.73,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.5471582608333315,1.1211811768192368,0.5205132608333315,1.0945361768192368,0.09419326083333152,0.6682161768192367,0.40679297293452,451.9921921494667,451.9921921494667,183.05683782053418,0.42632
toy2,0.0,0.74,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.5998126982682235,1.2262299212059462,0.5724326982682235,1.1988499212059462,0.1343526982682235,0.7607699212059462,0.4844426385098872,538.2695983443192,538.2695983443192,217.99918732944923,0.43808
toy2,0.0,0.75,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.6479423549992802,1.3244573450919495,0.6198173549992803,1.2963323450919495,0.16981735499928025,0.8463323450919495,0.5650278170618321,627.8086856242579,627.8086856242579,254.26251767782466,0.45
toy2,0.0,0.76,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.6896343740833385,1.411323058638728,0.6607543740833385,1.382443058638728,0.19867437408333843,0.9203630586387279,0.6430056264386274,714.4506960429193,714.4506960429193,289.3525318973825,0.46208000000000005
toy2,0.0,0.77,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.7230860529951657,1.4826273485650916,0.6934410529951657,1.4529823485650917,0.21912105299516565,0.9786623485650916,0.7122259008346189,791.3621120384655,791.3621120384655,320.5016553755787,0.47432
toy2,0.0,0.78,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.7467411548271601,1.5347731877625457,0.7163211548271601,1.5043531877625456,0.22960115482716004,1.0176331877625455,0.7666598579410822,851.8442866012024,851.8442866012024,344.996936073487,0.48672000000000004
toy2,0.0,0.79,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.7594141476676405,1.565002512873933,0.7282091476676404,1.5337975128739332,0.22892914766764033,1.034517512873933,0.8012007582169715,890.2230646855238,890.2230646855238,360.54034119763736,0.4992800000000001
toy2,0.0,0.8,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.7603897808093748,1.5715829463237372,0.7283897808093748,1.5395829463237372,0.21638978080937465,1.027582946323737,0.8123880886138416,902.6534317931573,902.6534317931573,365.57463987622884,0.5120000000000001
toy2,0.0,0.81,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.7494876208710843,1.553925004177015,0.7166826208710844,1.521120004177015,0.19180262087108424,0.9962400041770149,0.7989129674815958,887.6810749795509,887.6810749795509,359.5108353667182,0.5248800000000001
toy2,0.0,0.8200000000000001,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.7270847274406554,1.5126165219141625,0.6934647274406555,1.4789965219141625,0.1555447274406554,0.9410765219141625,0.7618027162083556,846.4474624537285,846.4474624537285,342.8112222937601,0.5379200000000001
toy2,0.0,0.8300000000000001,0.0,0.1,1.0,0.197,0.7975,0.5,1.488658427396527,0.4504322959411631,2502.652181954852,0.6940941014475666,1.4493696649623453,0.6596491014475665,1.4149246649623453,0.10852910144756645,0.8638046649623452,0.7042483664723039,782.4981849692266,782.4981849692266,316.91176491253697,0.55112
